bed.block.order,bed.order,AB.CD.order,column.order,Pop.Type,status,block,loc,bed,bedrow,bedcol,pop,mf,rep,unique.ID
1567,1621,18,2,,available,NA,I_19_C,I,19,C,,,,NA
1568,1622,18,2,,available,NA,I_19_D,I,19,D,,,,NA
1569,1623,18,2,,available,NA,I_20_C,I,20,C,,,,NA
1570,1624,18,2,,available,NA,I_20_D,I,20,D,,,,NA
1571,1625,18,2,,available,NA,I_21_C,I,21,C,,,,NA
1572,1626,18,2,,available,NA,I_21_D,I,21,D,,,,NA
1573,1627,18,2,,available,NA,I_22_C,I,22,C,,,,NA
1574,1628,18,2,,available,NA,I_22_D,I,22,D,,,,NA
1575,1629,18,2,,buffer,NA,I_23_C,I,23,C,,,,buffer
1576,1630,18,2,,buffer,NA,I_23_D,I,23,D,,,,buffer
1577,1631,18,2,,buffer,NA,I_24_C,I,24,C,,,,buffer
1578,1632,18,2,,buffer,NA,I_24_D,I,24,D,,,,buffer
1632,1633,19,1,2023-survivor,2023-survivor,NA,J_4_A,J,4,A,YO7,3,8,YO7_3_8
1633,1634,19,1,2023-TM2-fruit,2023-TM2-fruit,NA,J_5_A,J,5,A,TM2,2,11,TM2_2_11
1634,1635,19,1,2023-survivor,2023-survivor,NA,J_8_A,J,8,A,BH,5,2,BH_5_2
1635,1636,19,1,2023-survivor,2023-survivor,NA,J_10_A,J,10,A,BH,4,2,BH_4_2
1636,1637,19,1,2023-survivor,2023-survivor,NA,J_15_A,J,15,A,YO7,7,11,YO7_7_11
1637,1638,19,1,2023-TM2-fruit,2023-TM2-fruit,NA,J_17_B,J,17,B,TM2,5,12,TM2_5_12
1638,1639,19,1,2023-survivor,2023-survivor,NA,J_18_B,J,18,B,SC,8,2,SC_8_2
1639,1640,20,2,2023-TM2-fruit,2023-TM2-fruit,NA,J_4_D,J,4,D,TM2,7,7,TM2_7_7
1640,1641,20,2,2023-survivor,2023-survivor,NA,J_11_D,J,11,D,IH,5,2,IH_5_2
1641,1642,20,2,2023-survivor,2023-survivor,NA,J_13_C,J,13,C,BH,6,2,BH_6_2
1642,1643,20,2,2023-survivor,2023-survivor,NA,J_17_D,J,17,D,LV1,8,1,LV1_8_1
1643,1644,21,1,2023-survivor,2023-survivor,NA,K_2_B,K,2,B,IH,4,14,IH_4_14
1644,1645,21,1,2023-survivor,2023-survivor,NA,K_4_B,K,4,B,IH,6,2,IH_6_2
1645,1646,21,1,2023-survivor,2023-survivor,NA,K_10_A,K,10,A,YO7,1,2,YO7_1_2
1646,1647,21,1,2023-survivor,2023-survivor,NA,K_13_A,K,13,A,CC,1,2,CC_1_2
1647,1648,22,2,2023-survivor,2023-survivor,NA,K_2_C,K,2,C,YO7,5,13,YO7_5_13
1648,1649,22,2,2023-survivor,2023-survivor,NA,K_7_C,K,7,C,SC,6,2,SC_6_2
1649,1650,22,2,2023-survivor,2023-survivor,NA,K_8_C,K,8,C,IH,1,2,IH_1_2
1816,1822,22,2,2023-TM2-fruit,2023-TM2-fruit,NA,K_12_D,K,12,D,TM2,6,12,TM2_6_12
