bed ,row ,col ,unique.ID ,phen ,diam.mm ,num.flw ,num.fruit ,long.fruit.cm ,total.branch ,overhd.diam ,overhd.perp ,survey.date ,collected.date ,survey.notes
G ,14,B ,461,,,,,,,,,,,
G ,15,A ,275,,,,,,,,,,,
G ,15,B ,997,,,,,,,,,,,6/25/24 wilted 
G ,16,A ,1445,,,,,,,,,,,
G ,16,B ,134,,,,,,,,,,,
G ,17,A ,NA ,,,,,,,,,,,
G ,17,B ,NA ,,,,,,,,,,,
G ,18,A ,475,,,,,,,,,,,7/9/24 wilted 
G ,18,B ,833,,,,,,,,,,,6/18/24 very wilted 
G ,19,A ,802,,,,,,,,,,,6/25/24 wilted 
G ,19,B ,1265,,,,,,,,,,,
G ,20,A ,169,,,,,,,,,,,6/18/24 very wilted 
G ,20,B ,460,,,,,,,,,,,
G ,21,A ,1239,,,,,,,,,,,Dead at planting 
G ,21,B ,710,,,,,,,,,,,6/18/24 wilted 
G ,22,A ,1418,,,,,,,,,,,
G ,22,B ,1456,,,,,,,,,,,
G ,23,A ,994,,,,,,,,,,,
G ,23,B ,550,,,,,,,,,,,
G ,24,A ,1277,,,,,,,,,,,6/18/24 wilted 
G ,24,B ,502,,,,,,,,,,,Stem partially broken at planting 
G ,25,A ,1115,,,,,,,,,,,
G ,25,B ,512,,,,,,,,,,,Stem partially broken at planting 
G ,26,A ,561,,,,,,,,,,,6/25/24 wilted 
G ,26,B ,276,,,,,,,,,,,6/18/24 wilted 
G ,27,A ,388,,,,,,,,,,,
G ,27,B ,748,,,,,,,,,,,6/18/24 wilted 
G ,28,A ,152,,,,,,,,,,,
G ,28,B ,440,,,,,,,,,,,6/18/24 wilted 
G ,29,A ,1393,,,,,,,,,,,
G ,29,B ,732,,,,,,,,,,,6/25/24 wilted 
G ,30,A ,195,V ,0.99,0,0,NA ,1,1.6,1.4,10/23/24,,h= 4.2
G ,30,B ,NA ,,,,,,,,,,,
G ,31,A ,BH_7_13 ,,,,,,,,,,,7/16 dry damaged flowers 
G ,31,B ,NA ,,,,,,,,,,,
G ,32,A ,1254,,,,,,,,,,,
G ,32,B ,43,,,,,,,,,,,6/25/24 wilted 
G ,33,A ,556,,,,,,,,,,,exposed roots 
G ,33,B ,84,,,,,,,,,,,6/25/24 wilted 
G ,34,A ,143,,,,,,,,,,,very wilted 
G ,34,B ,68,,,,,,,,,,,6/25/24 wilted 
G ,35,A ,1057,,,,,,,,,,,Broken stem at planting 
G ,35,B ,880,,,,,,,,,,,
G ,36,A ,450,,,,,,,,,,,
G ,36,B ,1410,,,,,,,,,,,7/2 wilting 
G ,37,A ,YO7_7_9 ,P ,1.32,0,0,NA ,2,4.5,2.4,8/20/24,NA ,10/9 all fruits failed 7/16 dry flowers very tiny 
G ,37,B ,836,,,,,,,,,,,6/25/24 wilted 
G ,38,A ,111,,,,,,,,,,,
G ,38,B ,1330,V ,1.41,0,0,NA ,1,3.6,2.4,10/23/24,,h=5.4 
G ,39,A ,TM2_7_17 ,,,,,,,,,,,TM2 fruiting from 2023 
G ,39,B ,171,,,,,,,,,,,
G ,40,A ,TM2_3_7 ,,,,,,,,,,,TM2 fruiting from 2023 
G ,40,B ,476,,,,,,,,,,,6/18/24 bent stem 
G ,41,A ,1017,,,,,,,,,,,Very small and dying at planting 
G ,41,B ,706,V ,1.6,0,0,NA ,1,3.5,2.1,10/23/24,,h=5.6 
G ,42,A ,841,,,,,,,,,,,Very wilted 
G ,42,B ,1464,V ,0.95,0,0,NA ,1,2.9,2.2,10/23/24,,h= 3.7 
G ,43,A ,IH_6_13 ,P ,2.36,0,1,4.9,1,,,8/27/24,9/17/24,
G ,43,B ,534,,,,,,,,,,,6/25/24 wilted 
G ,44,A ,buffer ,,,,,,,,,,,
G ,44,B ,buffer ,,,,,,,,,,,
G ,45,A ,buffer ,,,,,,,,,,,
G ,45,B ,buffer ,,,,,,,,,,,
G ,1,C ,buffer ,,,,,,,,,,,
G ,1,D ,buffer ,,,,,,,,,,,
G ,2,C ,buffer ,,,,,,,,,,,
G ,2,D ,buffer ,,,,,,,,,,,
G ,3,C ,buffer ,,,,,,,,,,,
G ,3,D ,buffer ,,,,,,,,,,,
G ,4,C ,721,,,,,,,,,,,6/25/24 wilted 
G ,4,D ,1100,V ,1.69,0,0,NA ,1,4.7,3.4,10/23/24,,h= 7.8 
G ,5,C ,570,,,,,,,,,,,7/2 wilting 
G ,5,D ,YO7_5_7 ,P ,1.85,0,5,3.3,2,,,7/30/24,8/13/24,assume yellow pick from 7/9 
G ,6,C ,1180,,,,,,,,,,,
G ,6,D ,IH_2_12 ,P ,1.2,0,7,9.2,1,8.6,4.2,9/3/24,10/9/24,"10/9 harvested 5 fruit, 2 left 8/20 tape"
G ,7,C ,516,,,,,,,,,,,Stem partially broken at planting 
G ,7,D ,BH_4_12 ,P ,3.31,0,18,7.2,1,11.4,11.1,8/13/24,8/27/24,8/20 tape 
G ,8,C ,1116,,,,,,,,,,,6/25/24 wilted 
G ,8,D ,530,V ,1.69,0,0,NA ,1,4.1,3.5,10/23/24,,h= 9.6 
G ,9,C ,474,,,,,,,,,,,
G ,9,D ,555,V ,2.51,0,0,NA ,1,5.1,4.3,10/23/24,,h= 9.6 
G ,10,C ,1039,,,,,,,,,,,7/2 wilting 
G ,10,D ,210,V ,1.6,0,0,NA ,1,4.6,4.1,10/23/24,,6/18 exposed Stem h=11.2 
G ,11,C ,970,,,,,,,,,,,
G ,11,D ,33,,,,,,,,,,,
G ,12,C ,194,,,,,,,,,,,
G ,12,D ,CC_5_12 ,,,,,,,,,,,
G ,13,C ,184,,,,,,,,,,,
G ,13,D ,259,,,,,,,,,,,6/25/24 wilted 
G ,14,C ,109,,,,,,,,,,,
G ,14,D ,120,,,,,,,,,,,Dead at planting 
G ,15,C ,1166,,,,,,,,,,,
G ,15,D ,644,,,,,,,,,,,6/18/24 very wilted 
G ,16,C ,NA ,,,,,,,,,,,
G ,16,D ,NA ,,,,,,,,,,,
G ,17,C ,1152,,,,,,,,,,,6/25/24 wilted 7/2 wilted 
G ,17,D ,83,,,,,,,,,,,6/25/24 wilted 
G ,18,C ,1361,,,,,,,,,,,6/25/24 wilted 
G ,18,D ,533,,,,,,,,,,,
G ,19,C ,765,,,,,,,,,,,
G ,19,D ,67,,,,,,,,,,,
G ,20,C ,121,,,,,,,,,,,7/2 wilted 
G ,20,D ,891,,,,,,,,,,,6/25/24 wilted 7/2 wilted 
G ,21,C ,193,,,,,,,,,,,
G ,21,D ,926,,,,,,,,,,,6/18/24 wilted 
G ,22,C ,1181,,,,,,,,,,,6/25/24 wilted 
G ,24,C ,1343,,,,,,,,,,,6/18/24 wilted 7/2 wilted 
G ,24,D ,260,,,,,,,,,,,
G ,25,C ,110,,,,,,,,,,,Dead at planting 
G ,25,D ,719,,,,,,,,,,,
G ,26,C ,1195,,,,,,,,,,,
G ,26,D ,132,,,,,,,,,,,6/18/24 wilted 
G ,27,C ,YO7_6_9 ,P ,1.67,0,8,1.5,2,15.1,9.8,8/13/24,8/6/24,8/6 Dehiscing but still has buds/collected 3 fruit that started to dehisce 8/20 tape 
G ,27,D ,313,,,,,,,,,,,
G ,28,C ,1111,,,,,,,,,,,
G ,28,D ,15,,,,,,,,,,,6/18/24 very wilted 
G ,29,C ,1041,,,,,,,,,,,6/25/24 wilting 
G ,29,D ,219,,,,,,,,,,,
G ,30,C ,NA ,,,,,,,,,,,
G ,30,D ,NA ,,,,,,,,,,,
G ,31,C ,TM2_7_5 ,,,,,,,,,,,TM2 fruiting from 2023 
G ,31,D ,1174,,,,,,,,,,,7/2 wilting 
G ,32,C ,901,,,,,,,,,,,
G ,32,D ,WL2_7_6 ,F ,0.15,1,3,1.5,1,,,8/27/24,NA ,10/4 plant dead fruits failed 7/16 flowers small/ crispy 
G ,33,C ,1090,,,,,,,,,,,
G ,33,D ,277,,,,,,,,,,,
G ,34,C ,238,V ,1.93,0,,NA ,1,6.4,2.7,10/23/24,,h=5.4 
G ,34,D ,196,,,,,,,,,,,
G ,35,C ,1394,V ,1.35,0,0,NA ,1,4,1.6,10/23/24,,h= 3.4 
G ,35,D ,300,,,,,,,,,,,
G ,36,C ,1240,V ,0.97,0,0,NA ,1,2.5,1.1,10/23/24,,h= 3.3 
G ,36,D ,733,V ,1.2,0,0,NA ,1,3.7,2.4,10/23/24,,h= 6.0 
G ,37,C ,1122,,,,,,,,,,,
G ,37,D ,261,V ,1.06,0,0,NA ,1,4,3.3,10/23/24,,h= 4.5 
G ,38,C ,123,,,,,,,,,,,
G ,38,D ,1447,V ,1.06,0,0,NA ,1,4.1,3.6,10/23/24,,h=6.2 
G ,39,C ,433,,,,,,,,,,,7/2 wilting 
G ,39,D ,389,,,,,,,,,,,
G ,40,C ,BH _2_13 ,P ,1.96,0,6,5.9,1,8.6,6.5,8/13/24,8/27/24,8/20 tape 
G ,40,D ,541,,,,,,,,,,,
G ,41,C ,938,,,,,,,,,,,6/25/24 wilting 
G ,41,D ,1197,,,,,,,,,,,6/25/24 wilting 7/2 wilting 
G ,42,C ,SC_2_27 ,,,,,,,,,,,6/18 Short Stem 
G ,42,D ,NA ,,,,,,,,,,,
G ,43,C ,514,,,,,,,,,,,6/25/24 no leaves 
G ,43,D ,19,,,,,,,,,,,
G ,44,C ,buffer ,,,,,,,,,,,
G ,44,D ,339,,,,,,,,,,,
G ,45,C ,buffer ,,,,,,,,,,,
G ,45,D ,buffer ,,,,,,,,,,,
H ,1,A ,buffer ,,,,,,,,,,,
H ,1,B ,buffer ,,,,,,,,,,,
H ,2,A ,buffer ,,,,,,,,,,,
H ,2,B ,buffer ,,,,,,,,,,,
H ,3,A ,buffer ,,,,,,,,,,,
H ,3,B ,buffer ,,,,,,,,,,,
H ,4,A ,1500,,,,,,,,,,,6/18/24 wilting 
H ,4,B ,16,,,,,,,,,,,6/18/24 wilting 
H ,5,A ,SC_4_1 ,,,,,,,,,,,
H ,5,B ,28,,,,,,,,,,,
H ,6,A ,497,,,,,,,,,,,Broken stem at planting 
H ,6,B ,SC_2_26 ,,,,,,,,,,,
H ,7,A ,723,,,,,,,,,,,
H ,8,A ,155,,,,,,,,,,,
H ,8,B ,362,,,,,,,,,,,
H ,9,B ,NA ,,,,,,,,,,,
H ,10,B ,523,,,,,,,,,,,
H ,11,B ,IH_2_1 ,X ,2.36,0,0,NA ,1,13.1,1.1,10/23/24,,height: 14.4 
H ,12,B ,SC_2_1 ,,,,,,,,,,,6/18/24 Missing 
H ,13,A ,TM2_2_6 ,,,,,,,,,,,
H ,13,B ,166,,,,,,,,,,,
H ,15,B ,1263,,,,,,,,,,,
H ,17,A ,557,,,,,,,,,,,6/18 Wilting 
H ,17,B ,327,,,,,,,,,,,
H ,18,A ,1132,,,,,,,,,,,
H ,18,B ,406,,,,,,,,,,,
H ,19,A ,1149,,,,,,,,,,,
H ,19,B ,1317,,,,,,,,,,,
H ,20,A ,501,,,,,,,,,,,
H ,20,B ,342,,,,,,,,,,,
H ,21,A ,343,,,,,,,,,,,
H ,21,B ,TM2_1_12 ,,,,,,,,,,,TM2 fruiting from 2023 
H ,22,A ,536,,,,,,,,,,,
H ,22,B ,234,,,,,,,,,,,
H ,23,A ,360,,,,,,,,,,,
H ,23,B ,734,V ,2.61,0,0,NA ,1,4.8,4.1,10/23/24,,height: 8.7 
H ,24,A ,1076,,,,,,,,,,,
H ,24,B ,24,,,,,,,,,,,
H ,25,A ,1323,,,,,,,,,,,
H ,25,B ,SC_4_14 ,,,,,,,,,,,
H ,26,A ,1020,,,,,,,,,,,
H ,26,B ,278,,,,,,,,,,,
H ,27,A ,TM2_6_10 ,,,,,,,,,,,TM2 fruiting from 2023 
H ,27,B ,966,,,,,,,,,,,
H ,28,A ,935,,,,,,,,,,,
H ,28,B ,477,,,,,,,,,,,6/18 Broken Stem 
H ,29,A ,506,,,,,,,,,,,
H ,29,B ,NA ,,,,,,,,,,,
H ,30,A ,NA ,,,,,,,,,,,
H ,30,B ,587,,,,,,,,,,,
H ,31,A ,YO7_4_11 ,P ,1.87,1,7,4.3,1,9,8.5,8/20/24,10/9/24 10/2/24 8/6/24 8/13/24 ,7/16 small crispy flowers shotage 8/6 Dihiscing still has flowers/collected 2 fruit that dehisced/2 fruit on plant that fully dehisced and were not harvested/when plant is censused add the fully dehisced fruit to total count 8/13 3 fruit harvested for a total of 5 harvested 8/20 tape/ 4 small fruit 10/2- harversted 3 small fruit (8 total) 2 small fruit remaining 10/9- harvested 2 small fruit (10 total) 1 small green fruit remaining 10/23- remaining fruit failed
H ,31,B ,1151,,,,,,,,,,,
H ,32,A ,70,,,,,,,,,,,
H ,32,B ,493,,,,,,,,,,,
H ,33,A ,buffer ,,,,,,,,,,,
H ,33,B ,buffer ,,,,,,,,,,,
H ,34,A ,WL2_2_7 ,,,,,,,,,,,mistakenly coded as NA before 7/23 
H ,34,B ,buffer ,,,,,,,,,,,
H ,1,C ,buffer ,,,,,,,,,,,
H ,1,D ,buffer ,,,,,,,,,,,
H ,2,C ,buffer ,,,,,,,,,,,
H ,2,D ,buffer ,,,,,,,,,,,
H ,3,C ,YO7_7_15 ,P ,1.71,1,12,4.1,1,16.2,12.6,7/23/24,8/13/24,7/16 small crispy flowers 8/13 dehiscing/8 fruit harvested 4 fruit still maturing on plant 8/26 updated total fruit count to 12 based on notes 
H ,3,D ,buffer ,,,,,,,,,,,
H ,4,D ,1303,,,,,,,,,,,
H ,5,D ,749,,,,,,,,,,,
H ,6,C ,177,,,,,,,,,,,
H ,6,D ,1340,,,,,,,,,,,
H ,7,D ,1040,,,,,,,,,,,
H ,8,C ,NA ,,,,,,,,,,,
H ,8,D ,NA ,,,,,,,,,,,
H ,9,C ,NA ,,,,,,,,,,,
H ,9,D ,197,,,,,,,,,,,
H ,10,C ,1225,,,,,,,,,,,
H ,10,D ,766,,,,,,,,,,,Dead at planting 
H ,11,C ,IH_4_1 ,,,,,,,,,,,
H ,12,C ,YO7_4_1 ,P ,0.69,0,12,2.5,5,9.5,4.5,8/20/24,8/27/24,8/20 tape 
H ,13,C ,96,,,,,,,,,,,
H ,14,D ,463,,,,,,,,,,,
H ,15,C ,1246,,,,,,,,,,,
H ,15,D ,716,,,,,,,,,,,
H ,16,D ,1278,,,,,,,,,,,Wilting 
H ,17,D ,750,,,,,,,,,,,
H ,18,C ,69,,,,,,,,,,,
H ,18,D ,1099,,,,,,,,,,,
H ,19,C ,85,,,,,,,,,,,
H ,19,D ,611,,,,,,,,,,,7/9/24 wilted 
H ,20,C ,903,,,,,,,,,,,
H ,20,D ,1128,,,,,,,,,,,
H ,21,C ,567,,,,,,,,,,,
H ,21,D ,838,,,,,,,,,,,
H ,22,C ,893,,,,,,,,,,,
H ,22,D ,112,,,,,,,,,,,
H ,23,C ,320,,,,,,,,,,,
H ,23,D ,137,,,,,,,,,,,6/18/24 Wilting 
H ,24,C ,159,,,,,,,,,,,
H ,24,D ,SC 6 13 ,P ,2.15,0,3,3.2,1,8.4,2.2,8/27/24,10/2/24,
H ,25,C ,192,,,,,,,,,,,
H ,25,D ,292,,,,,,,,,,,
H ,26,C ,211,,,,,,,,,,,
H ,26,D ,1183,,,,,,,,,,,6/18/24 Wilting 
H ,27,C ,390,,,,,,,,,,,
H ,27,D ,1395,,,,,,,,,,,
H ,28,C ,262,,,,,,,,,,,
H ,28,D ,1337,,,,,,,,,,,Dead at planting 
H ,29,C ,NA ,,,,,,,,,,,
H ,29,D ,NA ,,,,,,,,,,,
H ,30,C ,478,,,,,,,,,,,
H ,30,D ,263,X ,1.58,0,0,NA ,1,NA ,NA ,10/23/24,,10/16 buried under dirt height: 0.5 
H ,31,C ,IH_5_13 ,,,,,,,,,,,
H ,31,D ,156,,,,,,,,,,,6/18/24 Wilting 
H ,32,C ,773,,,,,,,,,,,
H ,32,D ,1168,,,,,,,,,,,
H ,33,C ,buffer ,,,,,,,,,,,
H ,33,D ,buffer ,,,,,,,,,,,
H ,34,C ,buffer ,,,,,,,,,,,
H ,34,D ,buffer ,,,,,,,,,,,
I ,1,A ,buffer ,,,,,,,,,,,
I ,1,B ,buffer ,,,,,,,,,,,
I ,2,A ,buffer ,,,,,,,,,,,
I ,2,B ,buffer ,,,,,,,,,,,
I ,3,B ,1000,,,,,,,,,,,
I ,4,A ,1226,,,,,,,,,,,
I ,4,B ,898,,,,,,,,,,,
I ,5,A ,1341,,,,,,,,,,,
I ,5,B ,797,,,,,,,,,,,
I ,6,A ,751,,,,,,,,,,,
I ,6,B ,86,,,,,,,,,,,
I ,7,A ,544,,,,,,,,,,,
I ,7,B ,1125,,,,,,,,,,,6/18/24 wilting 
I ,8,A ,191,,,,,,,,,,,
I ,8,B ,508,,,,,,,,,,,
I ,9,A ,1454,,,,,,,,,,,
I ,9,B ,391,V ,1.91,0,0,NA ,1,4.4,1.4,10/23/24,,height: 6.5 
I ,10,A ,1272,V ,1.53,0,0,NA ,1,1.5,1.3,10/23/24,,height: 3.0 
I ,10,B ,124,,,,,,,,,,,
I ,11,A ,1250,V ,1.8,0,0,NA ,1,2.5,1.5,10/23/24,,height: 6.4
I ,11,B ,1184,,,,,,,,,,,
I ,12,A ,IH_1_1 ,,,,,,,,,,,
I ,12,B ,307,,,,,,,,,,,
I ,13,A ,524,,,,,,,,,,,
I ,13,B ,863,,,,,,,,,,,
I ,14,A ,954,,,,,,,,,,,
I ,14,B ,686,,,,,,,,,,,7/9 wilted 
I ,15,A ,NA ,,,,,,,,,,,
I ,15,B ,NA ,,,,,,,,,,,
I ,16,A ,NA ,,,,,,,,,,,
I ,16,B ,BH_2_1 ,,,,,,,,,,,
I ,17,A ,NA ,,,,,,,,,,,
I ,17,B ,NA ,,,,,,,,,,,
I ,18,A ,BH_1_1 ,V ,2.15,0,0,NA ,1,2.6,2.1,10/23/24,,height: 10.8 
I ,18,B ,NA ,,,,,,,,,,,
I ,19,A ,NA ,,,,,,,,,,,
I ,19,B ,NA ,,,,,,,,,,,
I ,20,A ,NA ,,,,,,,,,,,
I ,20,B ,NA ,,,,,,,,,,,
I ,21,A ,NA ,,,,,,,,,,,
I ,21,B ,NA ,,,,,,,,,,,
I ,22,A ,NA ,,,,,,,,,,,
I ,22,B ,NA ,,,,,,,,,,,
I ,23,A ,buffer ,,,,,,,,,,,
I ,23,B ,buffer ,,,,,,,,,,,
I ,24,A ,buffer ,,,,,,,,,,,
I ,24,B ,buffer ,,,,,,,,,,,
I ,1,C ,buffer ,,,,,,,,,,,
I ,1,D ,buffer ,,,,,,,,,,,
I ,2,C ,buffer ,,,,,,,,,,,
I ,2,D ,buffer ,,,,,,,,,,,
I ,3,C ,279,,,,,,,,,,,7/9 wilted 
I ,3,D ,BH_4_1 ,,,,,,,,,,,
I ,4,D ,164,,,,,,,,,,,
I ,5,C ,370,,,,,,,,,,,
I ,6,C ,97,,,,,,,,,,,
I ,6,D ,335,,,,,,,,,,,6/18/24 wilting 
I ,7,C ,735,,,,,,,,,,,
I ,7,D ,198,,,,,,,,,,,
I ,8,C ,405,,,,,,,,,,,
I ,8,D ,139,,,,,,,,,,,
I ,9,C ,551,,,,,,,,,,,
I ,9,D ,1396,,,,,,,,,,,7/16 wilting 
I ,10,C ,1210,,,,,,,,,,,
I ,10,D ,443,V ,1.99,0,0,NA ,1,2,1.1,10/23/24,,height: 8.5 
I ,11,C ,1318,,,,,,,,,,,
I ,11,D ,294,,,,,,,,,,,
I ,12,C ,459,,,,,,,,,,,
I ,12,D ,708,,,,,,,,,,,
I ,13,C ,1288,,,,,,,,,,,
I ,13,D ,1035,,,,,,,,,,,6/25/24 no leaves 
I ,14,C ,NA ,,,,,,,,,,,
I ,14,D ,NA ,,,,,,,,,,,
I ,15,C ,NA ,,,,,,,,,,,
I ,15,D ,NA ,,,,,,,,,,,
I ,16,C ,NA ,,,,,,,,,,,
I ,16,D ,NA ,,,,,,,,,,,
I ,17,C ,NA ,,,,,,,,,,,
I ,17,D ,NA ,,,,,,,,,,,
I ,18,C ,NA ,,,,,,,,,,,
I ,18,D ,NA ,,,,,,,,,,,
I ,19,C ,NA ,,,,,,,,,,,
I ,19,D ,NA ,,,,,,,,,,,
I ,20,C ,NA ,,,,,,,,,,,
I ,20,D ,NA ,,,,,,,,,,,
I ,21,C ,NA ,,,,,,,,,,,
I ,21,D ,NA ,,,,,,,,,,,
I ,22,C ,NA ,,,,,,,,,,,
I ,22,D ,NA ,,,,,,,,,,,
I ,23,C ,buffer ,,,,,,,,,,,
I ,23,D ,buffer ,,,,,,,,,,,
I ,24,C ,buffer ,,,,,,,,,,,
I ,24,D ,buffer ,,,,,,,,,,,
J ,4,A ,YO7_3_8 ,P ,1.06,0,6,1.6,2,,,7/30/24,8/6/24,missed the flowering and last FI dates 8/6 dehiscing 
J ,5,A ,TM2_2_11 ,,,,,,,,,,,TM2 fruiting from 2023 
J ,8,A ,BH_5_2 ,,,,,,,,,,,
J ,10,A ,BH_4_2 ,V ,1.85,0,0,NA ,1,2,1.4,10/23/24,,h= 5.8
J ,15,A ,YO7_7_11 ,V ,0.89,0,0,NA ,1,0.9,0.7,10/23/24,,h= 2.6 
J ,17,B ,TM2_5_12 ,,,,,,,,,,,TM2 fruiting from 2023 
J ,18,B ,SC_8_2 ,,,,,,,,,,,
J ,4,D ,TM2_7_7 ,,,,,,,,,,,TM2 fruiting from 2023 
J ,11,D ,IH_5_2 ,P ,1.79,0,3,5.4,1,,,9/3/24,9/3/24,
J ,13,C ,BH_6_2 ,V ,1.57,0,0,NA ,1,2.1,1.8,10/23/24,,h= 6.5 
J ,17,D ,LV1_8_1 ,,,,,,,,,,,6/18/24 turgid stem/no leaves 
K ,2,B ,IH_4_14 ,,,,,,,,,,,
K ,4,B ,IH_6_2 ,,,,,,,,,,,
K ,10,A ,YO7_1_2 ,P ,1.84,0,15,4.4,1,,,7/30/24,8/13/24,7/16 remaining flowers dry 
K ,13,A ,CC_1_2 ,P ,3.09,0,9,4.8,1,,,9/3/24,10/9/24 9/17/24 ,"how many fruit previously harvested? 10/9- still had yellow flag so harvested 2 fruits, 1 green fruit remaining "
K ,2,C ,YO7_5_13 ,P ,1.22,0,6,4.5,1,,,7/30/24,8/13/24,
K ,7,C ,SC_6_2 ,,,,,,,,,,,
K ,8,C ,IH_1_2 ,,,,,,,,,,,6/18/24 no tag 
K ,12,D ,TM2_6_12 ,,,,,,,,,,,TM2 fruiting from 2023 
